gvkey_x,datadate_x,fyear,indfmt_x,consol_x,popsrc_x,datafmt_x,tic,conm,curcd_x,fyr,act,at,cogs,dltt,dp,intan,lct,lt,ni,oancf,ppegt,rect,revt,xopr,xsga,costat_x,gsector,gsubind,idbflag,sic,data_year,RESTATEMENT_NOTIFICATION_KEY,RESTATEMENT_TYPE_FKEY,RESTATEMENT_TYPE,FILE_DATE,COMPANY_FKEY,BEST_EDGAR_TICKER,fraud_year,is_fraud,ivao,ivst,rect_lag,revt_lag,cogs_lag,act_lag,ppegt_lag,ivst_lag,at_lag,dp_lag,xsga_lag,dltt_lag,lt_lag,ni_lag,oancf_lag,DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,M_score,M_score_pred,A,C,D,E,z_score,bankruptcy_risk,new_z_score,B
1968,2020-12-31,2020,INDL,C,D,STD,BMI,BADGER METER INC,USD,12,220.851,468.38,234.142,,23.153,148.306,65.199,,49.343,89.578,224.269,61.689,425.544,337.235,103.093,A,45,45203010,D,3824,2020,,,,,,,,0,0.0,0.0,61.365,424.625,239.228,200.094,209.825,0.0,421.893,21.869,101.38,,,47.177,80.714,1.003108891626813,0.9707226036844092,1.749743681873093,1.0021642625846334,1.0086608826996515,1.0147007449741832,,-0.08590247235150945,,False,0.3323199111832273,0.7200029890260046,,0.9085443443357957,,Grey,,0.7414150903112857
1968,2021-12-31,2021,INDL,C,D,STD,BMI,BADGER METER INC,USD,12,261.36,530.818,273.923,,25.791,174.089,82.146,,60.884,87.51,222.673,65.866,505.198,400.684,126.761,A,45,45203010,D,3824,2021,,,,,,,,0,0.0,0.0,61.689,425.544,234.142,220.851,224.269,0.0,468.38,23.153,103.093,,,49.343,89.578,0.8993658824095073,0.9825053704421179,1.7748008348976032,1.187181584043013,0.9014969252153127,1.0357127624035845,,-0.05016031860260957,,False,0.33761854345557235,0.7548425260635473,,0.9517348695786503,,Grey,,0.768903842748362
1968,2022-12-31,2022,INDL,C,D,STD,BMI,BADGER METER INC,USD,12,347.832,603.047,322.108,,23.49,159.668,110.312,,66.496,82.451,227.478,76.651,565.568,454.783,132.675,A,45,45203010,D,3824,2022,,,,,,,,0,0.0,0.0,65.866,505.198,273.923,261.36,222.673,0.0,530.818,25.791,126.761,,,60.884,87.51,1.0395211476357877,1.0634676374142502,0.5218519765639771,1.1194977018911396,1.1090216944246447,0.9349324490985393,,-0.02645730763937139,,False,0.3938664813853646,0.7541418828051545,,0.9378506152920086,,Grey,,0.7870762975356813
1968,2023-12-31,2023,INDL,C,D,STD,BMI,BADGER METER INC,USD,12,442.177,716.919,404.317,,22.837,170.6,131.948,,92.598,110.117,231.51,83.507,703.592,562.706,158.389,A,45,45203010,D,3824,2023,,,,,,,,0,0.0,0.0,76.651,565.568,322.108,347.832,227.478,0.0,603.047,23.49,132.675,,,66.496,82.451,0.8757275103537762,1.0120296629494647,1.311073114983045,1.2440449247482177,1.0424428014648461,0.9596212505970305,,-0.024436512353557385,,False,0.43272531485425836,0.7848948068052318,,0.9814107311983641,,Grey,,0.7912218814119866
1968,2024-12-31,2024,INDL,C,D,STD,BMI,BADGER METER INC,USD,12,540.116,816.413,473.771,,23.603,160.236,118.205,,124.942,155.034,239.061,84.325,826.558,645.019,171.248,A,45,45203010,D,3824,2024,,,,,,,,0,0.0,0.0,83.507,703.592,404.317,442.177,231.51,0.0,716.919,22.837,158.389,,,92.598,110.117,0.8595695594792532,0.9965757315173157,0.756341400032667,1.1747689001580461,0.9991847100080896,0.920339475568516,,-0.03685879573206208,,False,0.5167862344181192,0.7900645874085788,,1.0124263087432464,,Grey,,0.8478355930148098
2402,2010-06-30,2010,INDL,C,D,STD,MSGI,MSGI SECURITY SOLUTIONS INC,USD,6,0.405,0.742,0.0,0.0,0.013,0.0,26.993,26.993,-13.372,-1.603,0.086,0.0,0.0,5.316,5.316,I,45,45203010,D,3679,2010,,,,,,,,0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,-15.861185983827493,,False,-35.832884097035034,7.164420485175202,-0.9725113918423295,0.0,-45.170568829714554,Distress,-19.105042385651938,-18.02156334231806
2953,2010-12-31,2010,INDL,C,D,STD,CKP,CHECKPOINT SYSTEMS INC,USD,12,512.829,1035.273,454.65,119.724,33.2,322.148,214.035,450.982,27.371,10.904,288.179,178.636,834.498,749.627,294.977,I,45,45203010,B,3669,2010,,,,,,,,0,15.6,0.14,,,,,,,,,,,,,,,,,,,,,0.0159059494452188,,False,0.2886137279732013,0.724086303805856,1.295597163523156,0.8060656464526749,4.356259032509556,Safe,3.8276698688696467,0.0264384370113004
2953,2011-12-31,2011,INDL,C,D,STD,CKP,CHECKPOINT SYSTEMS INC,USD,12,492.236,1044.481,497.193,128.684,35.3,370.66,259.12,515.141,-66.569,10.385,317.496,208.889,865.343,810.497,313.304,I,45,45203010,B,3669,2011,,,,,,,,0,11.2,0.291,178.636,834.498,454.65,512.829,288.179,0.14,1035.273,33.2,294.977,119.724,450.982,27.371,10.904,1.127674086423174,1.0699119148937015,0.9925939165295481,1.0369623414316151,1.0324512055154107,1.0242708200157282,1.118174905938067,-0.07367678301472215,-2.679467552967933,False,0.22318835862021424,0.7759806066362145,1.0275633273220344,0.828490896435646,4.221050763978269,Safe,3.7976215126053523,-0.03752868649597265
2953,2012-12-31,2012,INDL,C,D,STD,CKP,CHECKPOINT SYSTEMS INC,USD,12,453.097,859.809,388.347,108.921,31.6,257.691,225.383,482.263,-145.876,62.213,262.333,177.173,690.789,650.894,262.547,I,45,45203010,B,3669,2012,,,,,,,,0,6.0,0.0,208.889,865.343,497.193,492.236,317.496,0.291,1044.481,35.3,313.304,128.684,515.141,-66.569,10.385,1.0624899718390275,0.9717170698623537,0.7480618912661219,0.7982834552310472,0.9307055797010243,1.049745428764511,1.1154584366677456,-0.24201770393191976,-3.905837584452848,False,0.2648425406107635,0.7570216175918141,0.78286329243587,0.8034214575562713,3.7877716362164104,Safe,3.4902586038696004,-0.21525013113377509
2953,2013-12-31,2013,INDL,C,D,STD,CKP,CHECKPOINT SYSTEMS INC,USD,12,411.185,799.493,394.247,126.255,26.4,264.03,177.733,453.168,-18.928,21.07,224.812,167.864,689.738,629.405,235.158,I,45,45203010,B,3669,2013,,,,,,,,0,3.5,0.0,177.173,690.789,388.347,453.097,262.333,0.0,859.809,31.6,262.547,108.921,482.263,-145.876,62.213,0.9489018395745777,1.021966320543328,1.217840530627477,0.9984785513376734,1.0229989538947704,0.8970444377545637,1.054047978952613,-0.0500292060093084,-2.6601687558087503,False,0.29200005503487836,0.787255172965867,0.7642309253963211,0.8627192483236251,3.912370045945028,Safe,3.6212125742187986,-0.25516421031828923
2953,2014-12-31,2014,INDL,C,D,STD,CKP,CHECKPOINT SYSTEMS INC,USD,12,390.602,738.666,351.806,98.255,25.15,238.509,158.051,410.735,10.953,65.542,221.31,131.72,662.04,588.675,236.869,I,45,45203010,B,3669,2014,,,,,,,,0,1.4,0.0,167.864,689.738,394.247,411.185,224.812,0.0,799.493,26.4,235.158,126.255,453.168,-18.928,21.07,0.8175118899964401,0.914228891833867,0.8391142523608689,0.9598427228889809,1.0298453218083026,1.049417717217896,0.9507800836063414,-0.07390214251095893,-3.128755187045805,False,0.3148256451494992,0.7969434087936901,0.7984004285001279,0.8962643468089772,4.0171212030215075,Safe,3.7102712652074947,-0.2613481600615163
2953,2015-12-31,2015,INDL,C,D,STD,CKP,CHECKPOINT SYSTEMS INC,USD,12,340.932,657.87,317.647,81.206,25.096,211.887,175.322,383.078,-26.215,37.495,218.104,113.698,587.157,541.935,224.288,I,45,45203010,B,3669,2015,,,,,,,,0,0.3,0.0,131.72,662.04,351.806,390.602,221.31,0.0,738.666,25.15,236.869,98.255,410.735,10.953,65.542,0.9732649655583193,1.0209030969051596,0.8754930971137505,0.8868905202102593,0.9888959771091845,1.0676472822809306,1.0241946303076592,-0.09684284129083252,-3.118705434954089,False,0.25173666529861527,0.823772173833736,0.71732649747571,0.8925121984586621,3.8768289323674994,Safe,3.6496597774873836,-0.3332938118473255
3031,2010-12-31,2010,INDL,C,D,STD,CHYR,CHYRONHEGO CORP,USD,12,15.568,37.421,7.464,0.217,1.043,2.829,7.206,9.811,-2.396,1.071,5.178,4.141,27.727,29.12,21.656,I,45,45203010,D,3663,2010,,,,,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-0.0926485128671067,,False,0.2234574169583923,0.7781726837871784,2.8141881561512587,0.7409475962694744,5.175939739579427,Safe,4.4451943212731155,-0.0640282194489725
3031,2011-12-31,2011,INDL,C,D,STD,CHYR,CHYRONHEGO CORP,USD,12,15.375,35.806,8.468,0.043,1.005,2.724,8.006,11.764,-4.246,-0.188,5.964,5.727,31.587,32.33,23.862,I,45,45203010,D,3663,2011,,,,,,,,0,0.0,0.0,4.141,27.727,7.464,15.568,5.178,0.0,37.421,1.043,21.656,0.217,9.811,-2.396,1.071,1.2139937604971347,0.9984819019356406,0.9067179648180711,1.1392144840768925,1.1625951579508025,0.9672151725617318,1.2305090710541569,-0.11333296095626434,-2.778757875602875,False,0.2058034966206781,0.9029212981064626,2.0436926215572933,0.8821705859353182,5.0752911468605335,Safe,4.534576533629609,-0.18549963693235774
3031,2012-12-31,2012,INDL,C,D,STD,CHYR,CHYRONHEGO CORP,USD,12,11.024,15.115,8.42,0.421,0.899,2.625,7.315,13.134,-22.301,-1.691,6.49,5.63,30.222,33.072,24.652,I,45,45203010,D,3663,2012,,,,,,,,0,0.0,0.0,5.727,31.587,8.468,15.375,5.964,0.0,35.806,1.005,23.862,0.043,11.764,-4.246,-0.188,1.027463471896927,1.0145828816770703,-0.39282527419732954,0.956786019565011,1.1852816804628663,1.0797681100847776,2.719616168758526,-1.3635461462123717,-9.983041752646141,False,0.2453853787628183,2.1880251405888194,0.15082990711131414,1.9994707244459147,6.924120173840061,Safe,7.411075454800845,-1.9148527952365197
3031,2013-12-31,2013,INDL,C,D,STD,CHYR,CHYRONHEGO CORP,USD,12,18.388,50.652,13.376,0.974,2.92,27.916,17.152,35.185,-7.839,5.484,12.802,7.781,47.407,44.075,30.699,I,45,45203010,D,3663,2013,,,,,,,,0,0.0,0.0,5.63,30.222,8.42,11.024,6.49,0.0,15.115,0.899,24.652,0.421,13.134,-22.301,-1.691,0.8810645923526594,1.0049417663681321,-2.42085497731507,1.5686255045992983,0.6550869767536712,0.7938762284438325,0.7960281805740055,-0.26303008765695335,-4.629853487286145,False,0.02440180052120352,0.8701532022427545,0.43959073468807724,0.9359354023533127,3.083838544105905,Safe,3.2246871190720334,-0.7261707336334201
3157,2010-09-30,2010,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,542.517,803.104,317.581,0.033,29.659,90.727,131.92,211.641,36.916,78.813,272.127,110.211,605.067,511.911,194.33,I,45,45203010,D,3826,2010,,,,,,,,0,,18.016,,,,,,,,,,,,,,,,,,,,,-0.05216883492050843,,False,0.5112625513009524,0.6374155775590707,2.794652264920314,0.75341051719329,5.211541652812012,Safe,4.311616848226327,0.04596664940032673
3157,2011-09-30,2011,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,580.646,843.266,430.88,0.019,28.621,93.934,162.405,225.265,93.238,86.676,287.944,141.037,802.834,661.011,230.131,I,45,45203010,D,3826,2011,,,,,,,,0,,53.142,110.211,605.067,317.581,542.517,272.127,18.016,803.104,29.659,194.33,0.033,211.641,36.916,78.813,0.9644635730620471,1.025533274168614,2.5283841250251142,1.3268514065384494,1.0870149281638735,0.892509782173376,1.0136080024932528,0.007781648969601523,-1.5297377499609492,True,0.49597754445216574,0.7838700955570366,2.743439948505094,0.9520530888236927,5.996144607952482,Safe,5.0242243719997735,0.1543451295320812
3157,2012-09-30,2012,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,614.485,880.772,429.57,0.002,29.649,87.162,153.788,209.116,62.962,64.771,307.808,144.345,769.088,645.949,216.379,I,45,45203010,D,3826,2012,,,,,,,,0,2.0,157.168,141.037,802.834,430.88,580.646,287.944,53.142,843.266,28.621,230.131,0.019,225.265,93.238,86.676,1.0683619319048776,1.049486141643571,2.4243392925576637,0.9579664040137812,1.0290353593591597,0.9814986489864184,0.8887142797776374,-0.002053880005268103,-1.8197376086174155,False,0.5230604515129909,0.7333895718755817,3.211882400198933,0.8731976039201972,6.155145884783812,Safe,5.059828790950401,0.21925765124231922
3157,2013-09-30,2013,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,629.226,966.478,455.217,0.0,36.123,156.379,145.828,207.96,66.355,115.522,329.33,136.759,810.126,686.715,231.498,I,45,45203010,D,3826,2013,,,,,,,,0,2.0,139.666,144.345,769.088,429.57,614.485,307.808,157.168,880.772,29.649,216.379,0.002,209.116,62.962,64.771,0.8994512636616548,1.0076792755360011,0.6042665425226635,1.0533593034867272,0.8888722110917653,1.0156769546699262,0.9062748317370212,-0.05087234267101787,-2.903589691322325,False,0.5001645148673846,0.7105335041252879,3.6474225812656274,0.8382249777025447,6.347495451420379,Safe,5.162106227175896,0.26847067393153284
3157,2014-09-30,2014,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,681.055,999.375,448.472,0.0,36.201,141.179,117.319,179.726,59.106,91.379,334.154,142.508,794.639,681.572,233.1,I,45,45203010,D,3826,2014,,,,,,,,0,2.0,227.058,136.759,810.126,455.217,629.226,329.33,139.666,966.478,36.123,231.498,0.0,207.96,66.355,115.522,1.062346088529221,1.0056541581152492,1.7829774770878628,0.9808832206348149,1.0112299517515817,1.026544368377209,0.8357850364883515,-0.03229318323952471,-2.2210611677373886,False,0.5640885553470919,0.6819982489055659,4.56054772264447,0.7951359599749844,6.905251810572298,Safe,5.502399256268651,0.31877623514696685
3157,2015-09-30,2015,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,680.801,968.947,434.775,0.0,33.059,124.593,122.599,172.529,76.409,124.458,337.6,148.834,802.46,665.659,230.884,I,45,45203010,D,3826,2015,,,,,,,,0,0.0,194.908,142.508,794.639,448.472,681.055,334.154,227.058,999.375,36.201,233.1,0.0,179.726,59.106,91.379,1.0342115680132806,0.9507432900575505,1.0376452891445376,1.0098422050767708,1.0959410452213643,0.9808397247746747,0.990101355430305,-0.049588883602508696,-2.665005698597157,False,0.5760913651623876,0.6869921677862669,4.616139895321946,0.8281773925715236,7.12694754397455,Safe,5.658116933458751,0.4076445873716519
3157,2016-09-30,2016,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,815.639,1161.148,444.477,0.0,33.955,115.332,201.494,250.32,87.502,105.299,381.151,176.253,857.385,685.605,241.128,I,45,45203010,D,3826,2016,,,,,,,,0,0.0,45.606,148.834,802.46,434.775,680.801,337.6,194.908,968.947,33.059,230.884,0.0,172.529,76.409,124.458,1.1083626344281285,0.951426192604085,0.2774542950381209,1.068445779228871,1.0903613250300654,0.9774652312598825,1.2107260561073951,-0.015327072862374143,-2.7631634380320196,False,0.5289119044256202,0.5904544468060919,3.6386545222115694,0.7383942443168313,6.086518301451797,Safe,4.830875274199246,0.41552670288369786
3157,2017-09-30,2017,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,1311.664,2337.8,858.421,589.001,104.245,607.721,419.145,1174.536,207.122,384.116,564.914,320.995,1723.311,1246.584,388.163,I,45,45203010,D,3826,2017,,,,,,,,0,0.0,33.607,176.253,857.385,444.477,815.639,381.151,45.606,1161.148,33.955,241.128,0.0,250.32,87.502,105.299,0.9060954944331607,0.9595778188788343,-2.6140896409248704,2.009961685823755,0.5250719445274629,0.8009007730384691,3.4992039011623843,-0.07570964154333132,-4.33879819573563,False,0.38177731200273757,0.5332295320386689,0.9904030187239898,0.737150740011977,3.9621582283787173,Safe,3.3319743405820157,0.29498246214389595
3157,2018-09-30,2018,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,1238.502,2259.969,969.191,420.711,113.381,585.233,372.838,945.505,247.358,236.111,632.31,372.138,1902.573,1394.674,425.483,I,45,45203010,D,3826,2018,,,,,,,,0,0.0,0.978,320.995,1723.311,858.421,1311.664,564.914,33.607,2337.8,104.245,388.163,589.001,1174.536,207.122,384.116,1.0500937714696408,1.023008220296653,0.9390397533924355,1.1040218509601576,1.0245768257048025,0.9928654719751749,0.8013821479569563,0.00497661693589603,-2.261318736466838,False,0.3830424222633142,0.6171208543126033,1.3902242716855013,0.8418580077868325,4.752572913271857,Safe,3.9672649199895487,0.4145932975186828
3157,2019-09-30,2019,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,1094.821,2083.169,841.55,392.238,111.685,511.914,240.314,798.433,53.825,181.401,676.926,278.761,1430.64,1232.497,390.947,I,45,45203010,D,3826,2019,,,,,,,,0,3.4,4.145,372.138,1902.573,969.191,1238.502,632.31,0.978,2259.969,113.381,425.483,420.711,945.505,247.358,236.111,0.9961826194337868,1.1914252644512824,0.8587682806765028,0.7519501222817732,1.073616960405311,1.221930873344744,0.9454757335666844,-0.06124131071458917,-2.9591823735005436,False,0.41019571623809686,0.5916452289756616,1.6090717693281713,0.6867613717370027,4.762733967903593,Safe,3.896398625857351,0.4756181567602053
3157,2020-09-30,2020,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,1211.664,1827.496,745.279,486.582,76.833,123.082,268.058,900.272,-414.139,206.907,712.735,233.295,1228.999,1133.945,388.666,I,45,45203010,D,3826,2020,,,,,,,,0,0.9,36.111,278.761,1430.64,841.55,1094.821,676.926,4.145,2083.169,111.685,390.947,392.238,798.433,53.825,181.401,0.9742092555079482,1.0461856826225904,-0.4934411551896576,0.8590553877984678,1.4553711641879554,1.1572774743714973,1.3277216484171448,-0.3398343963543559,-4.880348426573068,False,0.5163382026554367,0.6204910982021301,1.029937618852969,0.6725043447427518,4.3994539124692995,Safe,3.6690785895320137,0.3155432351151521
3157,2021-09-30,2021,INDL,C,D,STD,COHR.1,COHERENT INC,USD,9,1179.285,1888.93,865.084,491.279,54.971,120.001,382.215,1020.745,-106.751,72.938,787.774,264.957,1487.468,1293.213,428.129,I,45,45203010,D,3826,2021,,,,,,,,0,0.0,1.527,233.295,1228.999,745.279,1211.664,712.735,36.111,1827.496,76.833,388.666,486.582,900.272,-414.139,206.907,0.9383694597622181,0.9406579422579925,0.5793776144795117,1.2103085519190822,1.4918350249921104,0.9101269901211081,1.0547960921671955,-0.09512740016834928,-2.941369160898112,False,0.42196905126182555,0.6846272757592923,0.8505405365688786,0.7874659198593913,4.411696580309821,Safe,3.783512216445947,0.24876676213517707
4274,2010-03-31,2009,INDL,C,D,STD,ESIO,ELECTRO SCIENTIFIC INDS INC,USD,3,296.465,394.418,81.871,0.0,12.151,8.255,42.737,51.756,-11.984,2.855,125.012,42.257,148.893,163.031,81.16,I,45,45203010,D,3690,2010,,,,,,,,0,13.205,126.964,,,,,,,,,,,,,,,,,,,,,-0.03762252229867805,,False,0.6432972126018589,0.41334573979889355,6.620720302960044,0.3775005197531553,6.443392685606987,Safe,4.877222105457194,-0.030384008843409784
4274,2011-03-31,2010,INDL,C,D,STD,ESIO,ELECTRO SCIENTIFIC INDS INC,USD,3,327.853,440.167,136.388,0.0,12.281,14.049,68.114,77.868,7.934,50.59,131.995,46.581,256.811,235.23,98.842,I,45,45203010,D,3690,2011,,,,,,,,0,22.229,80.014,42.257,148.893,81.871,296.465,125.012,126.964,394.418,12.151,81.16,0.0,51.756,-11.984,2.855,0.6391029244122501,0.9599470596800731,0.5799987350584095,1.7248023748597985,1.0407236104162432,0.7060901362184651,1.3481479723625185,-0.0969086732989979,-2.8683744122513763,False,0.5900919423764164,0.5344108031724323,4.652732829917296,0.5834399216660949,5.833864126405941,Safe,4.612137826437254,-0.009201053236612468
4274,2012-03-31,2011,INDL,C,D,STD,ESIO,ELECTRO SCIENTIFIC INDS INC,USD,3,314.963,433.21,130.91,0.0,14.211,12.346,45.431,54.54,4.904,14.313,133.819,33.799,254.229,231.341,100.431,I,45,45203010,D,3690,2012,,,,,,,,0,32.012,128.943,46.581,256.811,136.388,327.853,131.995,80.014,440.167,12.281,98.842,0.0,77.868,7.934,50.59,0.7329655724017681,0.9666982115102527,1.4728501256409912,0.9899459135317413,0.8866755600113192,1.026395632394178,0.7116642010657401,-0.02171925855820503,-2.5861027759965216,False,0.6221740033701901,0.534015835276194,6.942977631096443,0.5868493340412272,7.264256835577143,Safe,5.608681917818753,0.0019713303017012537
